"producto interno bruto por sectores de origen, trimestral, pesos corrientes, millones de pesos corrientes",,,,,
año,quarter,nivel1,nive2,nivel3,valor
2016,q2,Industrias,Manufactura Zonas Francas,Manufactura Zonas Francas,28927.17
2016,q3,Industrias,Manufactura Zonas Francas,Manufactura Zonas Francas,28368.51182
2007,q1,Industrias,Construcción,Construcción,37210.57285
2007,q2,Industrias,Construcción,Construcción,38060.81824
2007,q3,Industrias,Construcción,Construcción,38102.81636
2007,q4,Industrias,Construcción,Construcción,37890.52446
2008,q1,Industrias,Construcción,Construcción,40908.93308
2008,q2,Industrias,Construcción,Construcción,48218.63761
2008,q3,Industrias,Construcción,Construcción,48615.02593
2008,q4,Industrias,Construcción,Construcción,39397.04852
2009,q1,Industrias,Construcción,Construcción,42206.28833
2009,q2,Industrias,Construcción,Construcción,43681.28704
2009,q3,Industrias,Construcción,Construcción,45076.14801
2009,q4,Industrias,Construcción,Construcción,43755.47944
2010,q1,Industrias,Construcción,Construcción,48578.92368
2010,q2,Industrias,Construcción,Construcción,49221.78612
2010,q3,Industrias,Construcción,Construcción,50006.72251
2010,q4,Industrias,Construcción,Construcción,51808.85698
2011,q1,Industrias,Construcción,Construcción,56976.48727
2011,q2,Industrias,Construcción,Construcción,53055.54445
2011,q3,Industrias,Construcción,Construcción,55527.9195
2011,q4,Industrias,Construcción,Construcción,57255.52678
2012,q1,Industrias,Construcción,Construcción,61086.74474
2012,q2,Industrias,Construcción,Construcción,56284.28571
2012,q3,Industrias,Construcción,Construcción,56185.50516
2012,q4,Industrias,Construcción,Construcción,58205.52294
2013,q1,Industrias,Construcción,Construcción,56138.61606
2013,q2,Industrias,Construcción,Construcción,61567.37659
2013,q3,Industrias,Construcción,Construcción,64099.2332
2013,q4,Industrias,Construcción,Construcción,68728.34632
2014,q1,Industrias,Construcción,Construcción,68205.57902
2014,q2,Industrias,Construcción,Construcción,70328.44105
2014,q3,Industrias,Construcción,Construcción,72390.05275
2014,q4,Industrias,Construcción,Construcción,79153.19254
2015,q1,Industrias,Construcción,Construcción,67988.16142
2015,q2,Industrias,Construcción,Construcción,73566.42365
2015,q3,Industrias,Construcción,Construcción,75268.57626
2015,q4,Industrias,Construcción,Construcción,79835.09976
2016,q1,Industrias,Construcción,Construcción,68136.83707
2016,q2,Industrias,Construcción,Construcción,78138.57857
2016,q3,Industrias,Construcción,Construcción,68806.27041
2007,q1,Servicios,Energía y Agua,Energía y Agua,6745.774398
2007,q2,Servicios,Energía y Agua,Energía y Agua,7008.373477
2007,q3,Servicios,Energía y Agua,Energía y Agua,7716.462941
2007,q4,Servicios,Energía y Agua,Energía y Agua,7577.565265
2008,q1,Servicios,Energía y Agua,Energía y Agua,7268.868234
2008,q2,Servicios,Energía y Agua,Energía y Agua,8150.897698
2008,q3,Servicios,Energía y Agua,Energía y Agua,8837.800932
2008,q4,Servicios,Energía y Agua,Energía y Agua,7733.206867
2009,q1,Servicios,Energía y Agua,Energía y Agua,6828.745643
2009,q2,Servicios,Energía y Agua,Energía y Agua,7358.728697
2009,q3,Servicios,Energía y Agua,Energía y Agua,8954.012545
2009,q4,Servicios,Energía y Agua,Energía y Agua,9308.588025
2010,q1,Servicios,Energía y Agua,Energía y Agua,9416.573248
2010,q2,Servicios,Energía y Agua,Energía y Agua,10958.37966
2010,q3,Servicios,Energía y Agua,Energía y Agua,11366.39854
2010,q4,Servicios,Energía y Agua,Energía y Agua,10729.83189
2011,q1,Servicios,Energía y Agua,Energía y Agua,10756.41268
2011,q2,Servicios,Energía y Agua,Energía y Agua,11594.72497
2011,q3,Servicios,Energía y Agua,Energía y Agua,13480.75675
2011,q4,Servicios,Energía y Agua,Energía y Agua,14294.01474
2012,q1,Servicios,Energía y Agua,Energía y Agua,13701.95944
2012,q2,Servicios,Energía y Agua,Energía y Agua,15820.44058
2012,q3,Servicios,Energía y Agua,Energía y Agua,17288.49508
2012,q4,Servicios,Energía y Agua,Energía y Agua,16631.55744
2013,q1,Servicios,Energía y Agua,Energía y Agua,15114.22258
2013,q2,Servicios,Energía y Agua,Energía y Agua,16163.17533
2013,q3,Servicios,Energía y Agua,Energía y Agua,17453.16639
2013,q4,Servicios,Energía y Agua,Energía y Agua,17058.97584
2014,q1,Servicios,Energía y Agua,Energía y Agua,15352.55646
2014,q2,Servicios,Energía y Agua,Energía y Agua,17142.90592
2014,q3,Servicios,Energía y Agua,Energía y Agua,18181.41967
2014,q4,Servicios,Energía y Agua,Energía y Agua,17576.03844
2015,q1,Servicios,Energía y Agua,Energía y Agua,16215.07736
2015,q2,Servicios,Energía y Agua,Energía y Agua,17527.56406
2015,q3,Servicios,Energía y Agua,Energía y Agua,19075.18641
2015,q4,Servicios,Energía y Agua,Energía y Agua,18646.16334
2016,q1,Servicios,Energía y Agua,Energía y Agua,16987.31246
2016,q2,Servicios,Energía y Agua,Energía y Agua,18291.4437
2016,q3,Servicios,Energía y Agua,Energía y Agua,19405.2771
2007,q1,Servicios,Comercio,Comercio,28447.1404
2007,q2,Servicios,Comercio,Comercio,31275.84613
2007,q3,Servicios,Comercio,Comercio,33278.52379
2007,q4,Servicios,Comercio,Comercio,39227.47341
2008,q1,Servicios,Comercio,Comercio,36514.82671
2008,q2,Servicios,Comercio,Comercio,42048.35483
2008,q3,Servicios,Comercio,Comercio,41690.64518
2008,q4,Servicios,Comercio,Comercio,41142.20608
2009,q1,Servicios,Comercio,Comercio,34355.26554
2009,q2,Servicios,Comercio,Comercio,39117.33912
2009,q3,Servicios,Comercio,Comercio,39336.62113
2009,q4,Servicios,Comercio,Comercio,44926.21151
2010,q1,Servicios,Comercio,Comercio,43205.24883
2010,q2,Servicios,Comercio,Comercio,50793.98525
2010,q3,Servicios,Comercio,Comercio,50409.05264
2010,q4,Servicios,Comercio,Comercio,55085.11246
2011,q1,Servicios,Comercio,Comercio,50050.51882
2011,q2,Servicios,Comercio,Comercio,56931.34124
2011,q3,Servicios,Comercio,Comercio,54598.58585
2011,q4,Servicios,Comercio,Comercio,59972.76401
2012,q1,Servicios,Comercio,Comercio,56773.07906
2012,q2,Servicios,Comercio,Comercio,61816.19022
2012,q3,Servicios,Comercio,Comercio,59359.94565
2012,q4,Servicios,Comercio,Comercio,64477.42775
2013,q1,Servicios,Comercio,Comercio,57416.413
2013,q2,Servicios,Comercio,Comercio,62887.86943
2013,q3,Servicios,Comercio,Comercio,61628.11497
2013,q4,Servicios,Comercio,Comercio,68574.44683
2014,q1,Servicios,Comercio,Comercio,60172.2732
2014,q2,Servicios,Comercio,Comercio,68372.70983
2014,q3,Servicios,Comercio,Comercio,65592.53376
2014,q4,Servicios,Comercio,Comercio,73477.99843
2015,q1,Servicios,Comercio,Comercio,64973.21089
2015,q2,Servicios,Comercio,Comercio,66869.44961
2015,q3,Servicios,Comercio,Comercio,69230.66575
2015,q4,Servicios,Comercio,Comercio,76756.38839
2016,q1,Servicios,Comercio,Comercio,65483.69876
2016,q2,Servicios,Comercio,Comercio,72510.33717
2016,q3,Servicios,Comercio,Comercio,75709.86011
2007,q1,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",33382.26478
2007,q2,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",28088.75286
2007,q3,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",27879.77942
2007,q4,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",27564.86726
2008,q1,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",37438.20976
2008,q2,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",31094.54777
2008,q3,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",31410.14977
2008,q4,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",30076.6847
2009,q1,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",38051.95311
2009,q2,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",31665.06992
2009,q3,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",31067.15602
2009,q4,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",31025.68521
2010,q1,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",40550.17479
2010,q2,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",33518.08824
2010,q3,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",34901.69482
2010,q4,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",34826.37899
2011,q1,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",43882.25284
2011,q2,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",37812.8042
2011,q3,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",38577.77057
2011,q4,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",39370.4879
2012,q1,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",48274.312
2012,q2,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",42301.17419
2012,q3,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",41138.36003
2012,q4,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",41212.56447
2013,q1,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",50281.19147
2013,q2,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",44508.39208
2013,q3,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",45104.62051
2013,q4,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",46936.30881
2014,q1,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",55255.45326
2014,q2,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",50761.18962
2014,q3,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",50076.23757
2014,q4,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",51831.76696
2015,q1,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",61583.88846
2015,q2,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",56375.78225
2015,q3,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",56992.34368
2015,q4,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",59578.30269
2016,q1,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",68699.49329
2016,q2,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",62009.13462
2016,q3,Servicios,"Hoteles, Bares y Restaurantes","Hoteles, Bares y Restaurantes",64043.68074
2007,q1,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,23091.90561
2007,q2,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,24330.68931
2007,q3,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,26961.11298
2007,q4,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,29161.14189
2008,q1,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,29049.57238
2008,q2,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,33498.0238
2008,q3,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,36821.01305
2008,q4,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,33309.03828
2009,q1,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,32089.00065
2009,q2,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,34171.67699
2009,q3,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,36277.93561
2009,q4,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,38725.20999
2010,q1,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,40644.6993
2010,q2,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,42261.8097
2010,q3,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,41813.22507
2010,q4,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,44438.6678
2011,q1,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,47319.04181
2011,q2,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,50557.18094
2011,q3,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,49480.05002
2011,q4,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,51032.13592
2012,q1,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,52230.66708
2012,q2,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,53018.28031
2012,q3,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,52857.33788
2012,q4,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,55263.42408
2013,q1,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,54958.7383
2013,q2,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,53614.87115
2013,q3,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,56348.08424
2013,q4,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,58516.39168
2014,q1,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,58525.51336
2014,q2,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,60070.86326
2014,q3,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,60701.98578
2014,q4,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,59328.39205
2015,q1,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,62593.95605
2015,q2,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,63981.27107
2015,q3,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,64323.61924
2015,q4,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,62924.13184
2016,q1,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,66028.72625
2016,q2,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,67817.49855
2016,q3,Servicios,Transporte y Almacenamiento,Transporte y Almacenamiento,68503.7317
2007,q1,Servicios,Comunicaciones,Comunicaciones,7269.300851
2007,q2,Servicios,Comunicaciones,Comunicaciones,7417.864256
2007,q3,Servicios,Comunicaciones,Comunicaciones,8042.7644
2007,q4,Servicios,Comunicaciones,Comunicaciones,8337.309252
2008,q1,Servicios,Comunicaciones,Comunicaciones,8816.037557
2008,q2,Servicios,Comunicaciones,Comunicaciones,8380.055971
2008,q3,Servicios,Comunicaciones,Comunicaciones,8067.278985
2008,q4,Servicios,Comunicaciones,Comunicaciones,8135.754349
2009,q1,Servicios,Comunicaciones,Comunicaciones,8155.835012
2009,q2,Servicios,Comunicaciones,Comunicaciones,9174.099863
2009,q3,Servicios,Comunicaciones,Comunicaciones,8767.068242
2009,q4,Servicios,Comunicaciones,Comunicaciones,9289.78064
2010,q1,Servicios,Comunicaciones,Comunicaciones,9478.023859
2010,q2,Servicios,Comunicaciones,Comunicaciones,9571.271913
2010,q3,Servicios,Comunicaciones,Comunicaciones,9164.042867
2010,q4,Servicios,Comunicaciones,Comunicaciones,9931.610821
2011,q1,Servicios,Comunicaciones,Comunicaciones,9131.884585
2011,q2,Servicios,Comunicaciones,Comunicaciones,8957.390114
2011,q3,Servicios,Comunicaciones,Comunicaciones,8647.060907
2011,q4,Servicios,Comunicaciones,Comunicaciones,9306.744217
2012,q1,Servicios,Comunicaciones,Comunicaciones,8431.840903
2012,q2,Servicios,Comunicaciones,Comunicaciones,8018.96944
2012,q3,Servicios,Comunicaciones,Comunicaciones,7880.176613
2012,q4,Servicios,Comunicaciones,Comunicaciones,8411.755483
2013,q1,Servicios,Comunicaciones,Comunicaciones,7936.315342
2013,q2,Servicios,Comunicaciones,Comunicaciones,8206.090091
2013,q3,Servicios,Comunicaciones,Comunicaciones,9010.987633
2013,q4,Servicios,Comunicaciones,Comunicaciones,8842.689348
2014,q1,Servicios,Comunicaciones,Comunicaciones,8097.82269
2014,q2,Servicios,Comunicaciones,Comunicaciones,8220.476671
2014,q3,Servicios,Comunicaciones,Comunicaciones,8338.968667
2014,q4,Servicios,Comunicaciones,Comunicaciones,8433.834849
2015,q1,Servicios,Comunicaciones,Comunicaciones,8541.403654
2015,q2,Servicios,Comunicaciones,Comunicaciones,8588.220282
2015,q3,Servicios,Comunicaciones,Comunicaciones,8955.113141
2015,q4,Servicios,Comunicaciones,Comunicaciones,9514.307947
2016,q1,Servicios,Comunicaciones,Comunicaciones,8727.911736
2016,q2,Servicios,Comunicaciones,Comunicaciones,8975.75836
2016,q3,Servicios,Comunicaciones,Comunicaciones,8905.75704
2007,q1,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",14103.27636
2007,q2,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",13593.48372
2007,q3,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",14488.05585
2007,q4,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",15700.40265
2008,q1,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",16094.07669
2008,q2,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",16724.42724
2008,q3,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",16263.68209
2008,q4,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",19266.39037
2009,q1,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",19622.5259
2009,q2,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",18742.12845
2009,q3,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",17908.96427
2009,q4,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",20539.98499
2010,q1,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",20090.67359
2010,q2,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",18835.1982
2010,q3,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",18987.03052
2010,q4,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",20419.83892
2011,q1,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",20816.72894
2011,q2,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",21387.72624
2011,q3,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",22565.57194
2011,q4,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",24443.6895
2012,q1,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",26212.58366
2012,q2,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",24375.61568
2012,q3,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",25168.71275
2012,q4,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",27332.67271
2013,q1,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",28230.25828
2013,q2,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",26685.94399
2013,q3,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",26789.71728
2013,q4,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",27905.59009
2014,q1,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",29726.1294
2014,q2,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",29533.3714
2014,q3,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",27563.9892
2014,q4,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",31619.5114
2015,q1,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",33845.76623
2015,q2,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",32045.84827
2015,q3,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",32418.87885
2015,q4,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",35632.91056
2016,q1,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",39410.05493
2016,q2,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",36527.75516
2016,q3,Servicios,"Intermediación Financiera, Seguros y Actividades Conexas","Intermediación Financiera, Seguros y Actividades Conexas",36730.12582
2007,q1,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,26655.75054
2007,q2,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,27434.85282
2007,q3,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,28384.59432
2007,q4,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,29605.34063
2008,q1,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,30729.90366
2008,q2,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,31673.96003
2008,q3,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,33197.96314
2008,q4,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,33810.32185
2009,q1,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,34212.62909
2009,q2,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,35775.61566
2009,q3,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,38847.72821
2009,q4,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,40304.23489
2010,q1,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,41608.88185
2010,q2,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,42297.00939
2010,q3,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,43440.12247
2010,q4,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,45828.94038
2011,q1,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,49214.6558
2011,q2,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,51682.73876
2011,q3,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,53907.23917
2011,q4,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,54747.30662
2012,q1,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,54795.90271
2012,q2,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,54729.07932
2012,q3,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,54171.99424
2012,q4,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,55151.82293
2013,q1,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,56758.78507
2013,q2,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,57405.57904
2013,q3,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,58645.5938
2013,q4,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,59968.54609
2014,q1,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,61610.86823
2014,q2,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,62257.86026
2014,q3,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,62762.79564
2014,q4,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,62369.57439
2015,q1,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,65248.5082
2015,q2,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,66107.83962
2015,q3,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,66742.36043
2015,q4,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,66267.32516
2016,q1,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,69280.16848
2016,q2,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,70050.95804
2016,q3,Servicios,Actividades Inmobiliarias y de Alquiler,Actividades Inmobiliarias y de Alquiler,70632.78574
2007,q1,Servicios,Enseñanza,Enseñanza,10758.50835
2007,q2,Servicios,Enseñanza,Enseñanza,10958.51995
2007,q3,Servicios,Enseñanza,Enseñanza,11626.4328
2007,q4,Servicios,Enseñanza,Enseñanza,12834.84454
2008,q1,Servicios,Enseñanza,Enseñanza,13892.28032
2008,q2,Servicios,Enseñanza,Enseñanza,14120.25449
2008,q3,Servicios,Enseñanza,Enseñanza,11591.53832
2008,q4,Servicios,Enseñanza,Enseñanza,16189.70487
2009,q1,Servicios,Enseñanza,Enseñanza,16134.00613
2009,q2,Servicios,Enseñanza,Enseñanza,15614.3874
2009,q3,Servicios,Enseñanza,Enseñanza,15884.28066
2009,q4,Servicios,Enseñanza,Enseñanza,18107.79606
2010,q1,Servicios,Enseñanza,Enseñanza,17435.09714
2010,q2,Servicios,Enseñanza,Enseñanza,17414.50775
2010,q3,Servicios,Enseñanza,Enseñanza,18472.3718
2010,q4,Servicios,Enseñanza,Enseñanza,21520.2102
2011,q1,Servicios,Enseñanza,Enseñanza,19762.64058
2011,q2,Servicios,Enseñanza,Enseñanza,19253.50768
2011,q3,Servicios,Enseñanza,Enseñanza,18784.64182
2011,q4,Servicios,Enseñanza,Enseñanza,23107.16991
2012,q1,Servicios,Enseñanza,Enseñanza,22268.09515
